choice,pagesubmit,clickcount,prob50,prob48,prob30,prob14,prob12,prob10,prob0,expect,complex,seenfirst,seensecond,alt1,alt2,alt3,alt4,alt5,gender1,age1,age2,age3,age4,education2,education3,education4,education5,ethnicity1,marital_status1,income2,income3,income4,income5,income6,income11,employment1,costop
5,2.9549999,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,3
2,11.317,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
5,2.4519999,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
5,2.743,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3
2,37.499001,27,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,3
5,19.834,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
5,14.518,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
2,53.646,13,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
2,9.5080004,1,0,0,.5,0,0,.5,0,20,1,0,0,1,2,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
0,21.761,2,0,0,0,0,1,0,0,12,0,1,0,3,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,3
1,7.631,2,.5,0,0,0,0,0,.5,25,1,0,0,3,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3
5,2.868,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3
1,14.113,1,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3
2,8.8140001,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3
5,8.0649996,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3
5,1.275,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3
2,20.528999,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,3
5,3.7950001,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3
1,15.079,1,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
2,18.518999,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3
2,18.752001,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3
2,24.434999,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
1,22.931999,1,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3
5,33.009998,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3
2,60.585999,3,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3
2,66.751999,9,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
2,21.989,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
2,21.809,9,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
2,46.289001,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3
0,5.9229999,1,0,0,0,0,1,0,0,12,0,1,0,3,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3
0,2.8940001,1,0,0,0,0,1,0,0,12,0,1,0,3,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3
5,29.187,17,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3
0,12.678,0,0,0,0,0,1,0,0,12,0,1,0,3,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3
2,5.6259999,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3
0,5.7789998,0,0,0,0,0,1,0,0,12,0,1,0,3,1,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
0,2.4000001,1,0,0,0,0,1,0,0,12,0,1,0,1,3,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,3
1,1.335,1,.5,0,0,0,0,0,.5,25,1,0,0,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3
2,15.522,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3
2,108.147,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
5,6.2930002,4,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3
0,2.4579999,1,0,0,0,0,1,0,0,12,0,1,0,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,3
2,24.708,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3
2,17.57,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3
2,15.276,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3
2,13.983,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3
1,12.477,2,.5,0,0,0,0,0,.5,25,1,0,0,3,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2,14.262,2,0,0,.5,0,0,.5,0,20,1,0,0,1,2,0,0,3,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
5,21.816999,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
0,3.9330001,2,0,0,0,0,1,0,0,12,0,1,0,3,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2,73.467003,2,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2,9.1549997,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1,20.172001,1,.5,0,0,0,0,0,.5,25,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5,4.987,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5,12.626,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
5,13.352,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,0,0,2,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1,15.271,1,.5,0,0,0,0,0,.5,25,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5,42.575001,5,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5,11.136,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5,14.27,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
0,.86400002,1,0,0,0,0,1,0,0,12,0,1,0,1,3,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1.938,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,16.346001,4,.5,0,0,0,0,0,.5,25,1,0,0,3,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5,12.971,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,10.282,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
2,10.57,2,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
1,9.4580002,2,.5,0,0,0,0,0,.5,25,1,0,1,1,3,0,0,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
2,37.958,2,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
5,12.265,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2,19.149,3,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,31.072001,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2,74.200996,1,0,0,.5,0,0,.5,0,20,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.6819999,2,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,17.858,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
5,9.4250002,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2,13.505,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
5,19.952,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,11.76,7,.5,0,0,0,0,0,.5,25,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2,16.09,7,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,16.802,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2,21.1,2,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,19.302999,2,.5,0,0,0,0,0,.5,25,1,0,0,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2,14.342,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,11.099,2,0,0,0,0,1,0,0,12,0,1,0,3,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,4.474,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1,49.582001,1,.5,0,0,0,0,0,.5,25,1,0,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,8.4809999,2,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5,23.608999,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
5,22.406,4,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,3.1289999,2,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
2,10.058,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,12.887,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5,21.277,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2,32.601002,2,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,.27200001,1,.5,0,0,0,0,0,.5,25,1,0,1,1,3,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
2,10.046,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
5,20.785,21,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5,13.164,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
2,3.2739999,1,0,0,.5,0,0,.5,0,20,1,0,0,1,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,3.4400001,0,0,0,0,0,1,0,0,12,0,1,0,1,3,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5,1.3940001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5,16.509001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5,4.6220002,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
5,1.095,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2,37.598999,21,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1,7.2140002,2,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,14.258,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5,34.816002,10,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,7.132,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,7.5819998,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
5,123.153,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,7.651,1,.5,0,0,0,0,0,.5,25,1,0,1,1,3,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1,6.1789999,1,.5,0,0,0,0,0,.5,25,1,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2,8.2840004,2,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
5,12.662,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2,5.5840001,2,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2,11.255,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
5,2.802,4,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,9.5819998,1,.5,0,0,0,0,0,.5,25,1,0,1,1,2,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2,16.091999,2,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2,6.0689998,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
2,12.077,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5,7.586,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2,16.517,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5,10.641,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5,53.035999,12,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2,12.914,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,7.3649998,6,.5,0,0,0,0,0,.5,25,1,0,0,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
5,22.938,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,3.6129999,1,0,0,0,0,1,0,0,12,0,1,0,2,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,2.6800001,1,0,0,0,0,1,0,0,12,0,1,0,3,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,22.747999,16,.5,0,0,0,0,0,.5,25,1,0,0,2,3,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,2.5009999,0,0,0,0,0,1,0,0,12,0,1,0,1,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2,4.2690001,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1.973,0,0,0,0,0,1,0,0,12,0,1,0,1,3,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2,5.7280002,3,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1,2.0380001,1,.5,0,0,0,0,0,.5,25,1,0,0,2,1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,7.0809999,1,.5,0,0,0,0,0,.5,25,1,0,1,1,3,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
2,20.27,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5,9.7320004,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3.7360001,2,0,0,0,0,1,0,0,12,0,1,0,2,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2,14.162,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,0,0,3,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
5,17.233,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2,8.9390001,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2,6.4219999,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4,16.820999,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,2,1,1000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,5
0,82.803001,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,5
3,20.625,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,1000,0,1,2,1000,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5
0,2.0090001,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,1,2,1000,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5
0,61.269001,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,1,2,1000,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
0,3.529,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,1,2,1000,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,5
3,37.380001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,1000,0,1,2,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
0,7.5320001,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5
0,22.344999,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,1,2,1000,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,5
0,7.3940001,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,5
0,9.1450005,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,1,2,1000,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,5
3,25.110001,2,.25,0,.25,0,0,.25,.25,22.5,3,0,1,1000,0,1,2,1000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,5
3,32.478001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1000,0,2,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5
3,79.573997,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,1000,0,1,2,1000,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,5
0,7.27,9,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
3,8.1590004,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1000,0,2,1,1000,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5
3,35.252998,4,.25,0,.25,0,0,.25,.25,22.5,3,0,1,1000,0,1,2,1000,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,5
0,15.59,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
0,49.261002,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,1,2,1000,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,5
0,17.938999,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5
3,124.429,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1000,0,2,1,1000,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,5
0,39.317001,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,2,1,1000,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,5
